순위,기업명,종목코드,2024년 매출(억원),섹터(추정),채용규모(추정),채용형태(추정),IT/전산직 채용 및 주요 직무,비고 및 특이사항,직원수(공시),"평균연봉(대표,만원)",평균연봉_출처
135,엘에스일렉트릭,010120,45518,기타,중간,혼합,"전력 설비 IT, 스마트 팩토리, 인프라",채용 규모/특징: 수시/정기 공채. DX 가속화로 전산 인력 비중 확대 중,3372,8538,dart
136,삼성바이오로직스,207940,45473,바이오·헬스,중간,정기,"바이오 제조 전산, 보안(GMP), 인프라",채용 규모/특징: 정기 공채. 성장세 높은 전산 인프라 및 보안 포지션,5011,10217,dart
137,금호타이어,073240,45322,제조·모빌리티,,수시,"타이어 공정 IT, ERP 운영, 인프라 지원",채용 규모/특징: 수시 채용. 광주 공장 및 본사 전산 유지보수,5551,8354,dart
138,서연,007860,44988,기타,소규모,,자동차 부품 그룹 IT 기획 및 관리,채용 규모/특징: 소수 (지주사). 지주사로서 계열사 통합 전산 관리,25,14904,dart
139,AK홀딩스,006840,44883,기타,극소수,,애경그룹 IT 전략 및 시스템 감사,채용 규모/특징: 극소수. 지주사. 실제 IT는 계열사별 운영,21,9876,dart
140,동원F&B,049770,44836,기타,,수시,"식품 제조/유통 IT 시스템, 전산 행정",채용 규모/특징: 수시 채용. 동원산업(SI부문)과 협업하여 시스템 운영,3318,5060,dart
141,엘에스아이앤디,,44130,제조·모빌리티,소규모,,전선 소재 관련 IT 시스템 관리,채용 규모/특징: 소수. LS그룹 계열 소재 분야 IT 인프라 지원,,8000,research
142,에스케이브로드밴드,033630,44089,기타,대규모,수시,"통신 인프라 운영, 전산 시스템 기획",채용 규모/특징: 수시 채용 활발. SKT와 협업하는 대규모 통신 IT 인프라,2604,12616,dart
143,삼성카드,029780,43832,금융,중간,정기,"금융 IT 운영, 보안, 데이터 플랫폼",채용 규모/특징: 정기 공채. IT 기술력 기반 금융 서비스 운영(신용카드),2021,14959,dart
144,현대로템,064350,43766,기타,중간,혼합,"방산/철도 제조 IT, 설계 시스템 보안",채용 규모/특징: 수시/정기 공채. 고도의 보안이 필요한 전산 관리 포지션,4182,11972,dart
145,제일기획,030000,43443,기타,중간,혼합,"광고 플랫폼 전산, 마케팅 IT 솔루션",채용 규모/특징: 수시/정기 공채. 광고주 대상 데이터 인프라 및 전산 관리,1474,12218,dart
146,코웨이,021240,43101,기타,대규모,수시,환경 가전 렌탈 시스템(WMS) 운영,채용 규모/특징: 수시 채용 활발. 대규모 고객 계정 관리 및 전산 시스템 핵심,6282,6376,dart
147,영원무역홀딩스,009970,43060,제조·모빌리티,소규모,,그룹 IT 전략 및 패션 유통 전산 기획,채용 규모/특징: 소수. 글로벌 생산망 지원을 위한 IT 전략,52,8231,dart
148,미스토홀딩스,081660,42687,기타,소규모,,(구 태영건설 관련) IT 전략 기획,채용 규모/특징: 소수. 구조조정 등 이슈로 인해 채용 유동적,58,12790,dart
149,아모레퍼시픽홀딩스,002790,42599,기타,소규모,,그룹 디지털 전환(DX) 전략 수립,채용 규모/특징: 소수. 지주사 내 IT 거버넌스 관리 위주,69,10290,dart
150,HDC현대산업개발,294870,42562,건설·엔지니어링,,수시,"건설 전산 인프라, 현장 시스템 지원",채용 규모/특징: 수시 채용. 건설 IT 인프라 및 ERP 시스템 유지보수,1855,8865,dart
151,대상,001680,42551,기타,중간,혼합,"식품 유통 전산, 인프라 보안, ERP 운영","채용 규모/특징: 수시/정기 공채. 종가집, 청정원 등 브랜드 전산 관리",5305,6571,dart
152,성우하이텍,015750,42451,제조·모빌리티,,수시,"자동차 차체 제조 전산, MES 운영",채용 규모/특징: 수시 채용. 부산 기반 대형 자동차 부품사 전산 운영,1802,7897,dart
153,현대백화점,069960,41876,유통·물류,중간,혼합,"리테일 테크, 백화점 전산 인프라 관리",채용 규모/특징: 수시/정기 공채. 점포 보안 및 네트워크 전산 지원,3178,7239,dart
154,에이치디현대인프라코어,042670,41142,제조·모빌리티,중간,혼합,"건설기계 제조 IT, 글로벌 ERP 운영",채용 규모/특징: 수시/정기 공채. 글로벌 생산 거점 통합 IT 시스템 관리,2497,11121,dart
155,대신증권,003540,40939,금융,중간,혼합,"증권 IT 시스템 운영, 트레이딩 보안",채용 규모/특징: 수시/정기 공채. 보수적이지만 탄탄한 금융 전산 환경,1404,12053,dart
156,GS글로벌,001250,40665,기타,소규모,,"글로벌 물류 전산, ERP 운영 지원",채용 규모/특징: 소수. 상사 사업 모델 기반 IT 시스템 관리,273,9913,dart
157,롯데웰푸드,280360,40443,기타,중간,혼합,"식품 제조 IT, 유통 전산 시스템 운영",채용 규모/특징: 수시/정기 공채. 합병 이후 통합 ERP 시스템 운영 관리,6549,6087,dart
158,서연이화,200880,40415,제조·모빌리티,,수시,"자동차 내장재 제조 IT, MES 운영",채용 규모/특징: 수시 채용. 글로벌 생산 거점 IT 지원 (동구권 등),939,11174,dart
159,롯데칠성음료,005300,40245,유통·물류,대규모,혼합,"음료/주류 제조 IT, SCM 전산 시스템",채용 규모/특징: 수시/정기 공채. 대규모 물류 및 영업 전산망 관리,5716,6792,dart
160,현대카드,,39638,금융,,수시,"핀테크, 금융 IT 인프라, 보안, AI",채용 규모/특징: 수시 채용 활발. IT 직군 대우가 매우 좋으며 기술 중심 문화,,12000,research
161,호텔신라,008770,39476,유통·물류,중간,혼합,"면세점 전산 시스템, 호텔 인프라 보안",채용 규모/특징: 수시/정기 공채. 삼성 그룹사 협업 및 자체 IT 인력 운용,1972,5609,dart
162,KG모빌리티,003620,39051,기타,,수시,"자동차 제조 전산, ERP 시스템 유지보수",채용 규모/특징: 수시 채용. 구 쌍용차. 전산 인프라 개선 인력 필요,4221,9474,dart
163,아모레퍼시픽,090430,38851,기타,,수시,"화장품 제조/유통 IT, DX 기획, 이커머스",채용 규모/특징: 수시 채용 활발. 소비재 분야 디지털 전환 선두주자,4722,7940,dart
164,티케이지태광,,38655,제조·모빌리티,소규모,,"화학/제조 공정 IT, 전산 인프라 관리",채용 규모/특징: 소수. 제조업 기반의 일반적인 전산 지원 업무,,7000,research
165,현대홈쇼핑,057050,38535,유통·물류,중간,혼합,"방송 전산 시스템, 쇼핑몰 인프라 보안",채용 규모/특징: 수시/정기 공채. 24시간 방송 시스템 및 결제 보안 관리,1031,6961,dart
166,비씨카드,,38058,금융,중간,혼합,"지불결제 IT 시스템 운영, 보안, 클라우드",채용 규모/특징: 수시/정기 공채. 결제 네트워크 전산 운영 및 핀테크 직무,,10000,research
167,현대오토에버,307950,37136,기타,대규모,정기,"모빌리티 IT, SI/SM, ERP, 보안","채용 규모/특징: 대규모 공채. 현대차그룹 IT 전담사, 채용 문턱 넓음",5421,10120,dart
168,포스코퓨처엠,003670,36999,제조·모빌리티,중간,혼합,"배터리 소재 제조 IT, 스마트 팩토리",채용 규모/특징: 수시/정기 공채. 포항/광양 공장 기반 전산 인프라 급팽창,3045,8349,dart
169,세아제강지주,003030,36751,제조·모빌리티,소규모,,그룹 IT 전략 기획 및 시스템 관리,채용 규모/특징: 소수. 철강 계열사 전산 통합 및 보안 정책,42,9798,dart
170,세아베스틸지주,001430,36361,기타,소규모,,철강 제조 IT 거버넌스 관리,채용 규모/특징: 소수. 지주사. 실제 IT는 세아제강 등 계열사 위주,55,11324,dart
171,한국항공우주,047810,36337,기타,중간,혼합,"항공기 제조 IT, 보안(기밀), PLM 시스템","채용 규모/특징: 수시/정기 공채. 사천 본사 중심, 강력한 보안 전산직 필수",5093,11629,dart
172,OCI홀딩스,010060,35774,기타,소규모,,에너지/소재 IT 전략 기획,채용 규모/특징: 소수. 지주사 전환 후 계열사 전산 총괄 역할,70,10423,dart
173,롯데글로벌로지스,,35733,유통·물류,중간,혼합,"물류 시스템(WMS/TMS) 운영, 인프라",채용 규모/특징: 수시/정기 공채. 택배 및 글로벌 물류 전산망 관리 핵심,,7000,research
174,LX하우시스,108670,35720,제조·모빌리티,,수시,"건자재 제조 IT, 전산 보안, ERP 운영",채용 규모/특징: 수시 채용. 본사 및 공장 IT 인프라 유지보수,2848,8906,dart
175,지역난방공사,071320,35703,공공,중간,정기,"공공 에너지 전산 운영, 정보보안, 인프라",채용 규모/특징: 정기 공채. 공기업 전산직. 순환 근무 및 안정적 처우,2189,8042,dart
176,셀트리온,068270,35573,바이오·헬스,,수시,"바이오 제조 IT, 스마트 팩토리, 전산 보안",채용 규모/특징: 수시 채용 활발. 송도 기반 바이오 전산 인프라 지속 확장,2901,9559,dart
177,삼양홀딩스,000070,35533,제조·모빌리티,소규모,,그룹 IT 통합 관리 및 전산 전략,채용 규모/특징: 소수. 식품/화학/의약 계열사 전산 거버넌스,578,7990,dart
178,오뚜기,007310,35391,기타,중간,혼합,"식품 유통 전산, 일반 전산 지원, ERP",채용 규모/특징: 수시/정기 공채. 보수적이지만 안정적인 전산 운영 업무,3460,4859,dart
179,동국제강,460860,35275,제조·모빌리티,,수시,"제철 공정 전산, 전산 인프라 보안",채용 규모/특징: 수시 채용. 공장 기반 MES 및 본사 IT 시스템 운영,2118,8756,dart
180,영원무역,111770,35178,기타,,수시,"글로벌 의류 OEM 전산, 해외 인프라 관리",채용 규모/특징: 수시 채용. 방글라데시/베트남 등 해외 법인 전산 지원,339,7395,dart
181,농심,004370,34387,기타,중간,혼합,"식품 제조 IT, 전산 시스템 운영, 보안",채용 규모/특징: 수시/정기 공채. 본사 전산직 채용 시 경쟁률 높음,5535,6151,dart
182,HD건설기계,267270,34381,건설·엔지니어링,중간,혼합,"건설장비 제조 전산, 글로벌 인프라",채용 규모/특징: 수시/정기 공채. HD현대 계열사 통합 전산망 내 실무,1166,10555,dart
183,DN오토모티브,007340,34345,제조·모빌리티,,수시,"공작기계/방진 제품 제조 전산, ERP",채용 규모/특징: 수시 채용. 제조업 기반의 안정적인 IT 인프라 지원,1703,4316,dart
184,SPC삼립,005610,34279,유통·물류,,수시,"제빵 유통 전산, 물류 시스템 운영",채용 규모/특징: 수시 채용. SPC그룹 내 유통망 전산 관리 및 지원,3056,5276,dart
185,삼지전자,037460,33597,기타,소규모,,"통신 장비 전산, 일반 전산 지원",채용 규모/특징: 소수. 통신 하드웨어 기반의 전산 유지보수,109,6381,dart
186,HD현대일렉트릭,267260,33223,기타,중간,혼합,"전력 설비 제조 IT, 스마트 팩토리 기획",채용 규모/특징: 수시/정기 공채. 수주 호황으로 인한 IT 시스템 확장 수요,2184,12653,dart
187,아이마켓코리아,122900,33183,기타,,수시,"B2B 플랫폼 운영, SCM 전산 인프라",채용 규모/특징: 수시 채용. 구매 대행 플랫폼 기반 전산 및 시스템 관리,411,6691,dart
188,그래디언트,035080,33179,기타,소규모,,(구 인터파크홀딩스) IT 전략 기획,채용 규모/특징: 소수. 사업 전환에 따른 신규 IT 시스템 기획,63,7011,dart
189,HS효성첨단소재,298050,33112,제조·모빌리티,,수시,"산업 자재 제조 IT, 전산 보안, 인프라",채용 규모/특징: 수시 채용. 효성그룹 분할 이후 자체 전산망 강화 중,1019,6964,dart
190,KG스틸,016380,33010,기타,,수시,"철강 생산 전산, ERP 관리, 보안",채용 규모/특징: 수시 채용. KG그룹 편입 이후 IT 시스템 고도화,1135,9156,dart
191,대한전선,001440,32913,기타,,수시,"제조 인프라 전산 운영, 네트워크 보안",채용 규모/특징: 수시 채용. 호반그룹 계열 전산직으로 안정적 근무,1141,6982,dart
192,이지홀딩스,035810,32850,기타,소규모,,그룹 IT 전략 및 축산/사료 전산 기획,채용 규모/특징: 소수. 지주사 성격. 계열사 통합 IT 운영 관리,142,7749,dart
193,LIG넥스원,079550,32763,기타,중간,혼합,"방산 IT 솔루션, 보안(극비), 전산 인프라",채용 규모/특징: 수시/정기 공채. 고숙련 보안 인력 및 시스템 운영진 선호,4789,9752,dart
194,CJ프레시웨이,051500,32248,기타,대규모,혼합,"급식/식자재 유통 전산, 물류 시스템",채용 규모/특징: 수시/정기 공채. 대규모 식자재 유입/유출 전산 관리,7780,3583,dart
195,넥센,005720,32143,기타,소규모,,그룹 IT 거버넌스 및 타이어 제조 전산,채용 규모/특징: 소수. 지주사 및 계열사 통합 전산 관리 지원,769,5578,dart
196,풀무원,017810,32137,기타,중간,혼합,"식품 제조 IT, 전산 보안, ERP 운영",채용 규모/특징: 수시/정기 공채. ESG 경영 기반 IT 시스템 기획 및 운영,528,6605,dart
197,오리온홀딩스,001800,31952,기타,극소수,,그룹 IT 전략 및 해외 법인 전산 감사,채용 규모/특징: 극소수. 지주사. 실무는 오리온(본체)에서 주로 채용,8,47675,dart
198,계룡건설산업,013580,31694,건설·엔지니어링,,수시,"건설 현장 전산, 본사 IT 지원, ERP",채용 규모/특징: 수시 채용. 대전 기반 대형 건설사 전산 운영,1820,7677,dart
199,교보증권,030610,31663,금융,중간,혼합,"금융 IT 시스템 운영, 트레이딩 보안",채용 규모/특징: 수시/정기 공채. 교보생명 계열의 안정적 금융 IT 환경,966,12784,dart
200,에코프로,086520,31279,제조·모빌리티,,수시,"이차전지 소재 제조 IT, 전산 인프라 관리",채용 규모/특징: 수시 채용 활발. 청주/포항 기반 공장 전산 및 보안 인력 급증,190,9425,dart
201,오리온,271560,31043,제조·모빌리티,소규모,수시,"전산 시스템 운영, 보안, ERP 관리",채용 규모/특징: 소수 수시 채용. 안정적인 식품 제조 전산 환경,1479,8794,dart
202,씨에스윈드,112610,30725,제조·모빌리티,소규모,,"글로벌 제조 IT 인프라, ERP 운영",채용 규모/특징: 소수. 풍력 타워 제조 기반 전산 관리,106,10192,dart
203,롯데카드,,30348,금융,중간,혼합,"금융 IT 운영, 보안, 데이터 분석",채용 규모/특징: 수시/정기 공채. 금융권 특유의 높은 IT 보안 요구,,11000,research
204,한진,002320,30155,유통·물류,중간,혼합,"물류 시스템 운영, 인프라 보안",채용 규모/특징: 수시/정기 공채. 택배 및 항만 물류 전산망 관리,1595,6216,dart
205,아이비케이투자증권,,30097,금융,,수시,"증권 전산 운영, 네트워크 보안",채용 규모/특징: 수시 채용. 기업은행 계열의 안정적 금융 IT,,12000,research
206,카카오뱅크,323410,29456,금융,대규모,수시,"뱅킹 시스템 운영, 인프라, 보안",채용 규모/특징: 대규모 수시 채용. 순수 IT 기반 은행으로 전산직 처우 최상,1663,11329,dart
